"","Gene.ID","Uniq_Name","KH2013","X","KYname","KHname","Description","name","ENSMUSG","ENSMUST","annotation_1","annotation_2","loc","SNR","variance","denoised_SNR","denoised_variance","gene_network_leiden","gene_network_n","leiden","gene_clusters_leiden","scores","logfoldchanges","pvals","pvals_adj"
"KY.Chr2.2194","KY.Chr2.2194","Slc27a4-KY.Chr2.2194","KH.L108.9","Slc27a4-KY.Chr2.2194","SLC27A4","SLC27A1/4","2:29802634:29817522:1 ENSMUSG00000059316.2 ENSMUST00000080065.2 protein_coding protein_coding Slc27a4 solute carrier family 27 (fatty acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:1347347]","Slc27a4","ENSMUSG00000059316.2","ENSMUST00000080065.2","protein_coding","protein_coding","2:29802634:29817522:1",0.48373362954302,1.0263616,0.302667549326445,0.9757741,6,18,7,8,-0.40510622,-0.047945563,0.685506857019823,0.722074288897958
"KY.Chr2.2195","KY.Chr2.2195","Gid8-KY.Chr2.2195","KH.L108.22","Gid8-KY.Chr2.2195","GID8","CG6617","2:180712546:180718730:1 ENSMUSG00000027573.11 ENSMUST00000078687.5 protein_coding protein_coding Gid8 GID complex subunit 8 [Source:MGI Symbol;Acc:MGI:1923675]","Gid8","ENSMUSG00000027573.11","ENSMUST00000078687.5","protein_coding","protein_coding","2:180712546:180718730:1",0.341030955347692,0.59664255,0.23827331182483,0.62762654,2,35,8,2,4.338048,0.71233284,1.59858143449763e-05,2.42997456805841e-05
"KY.Chr2.2196","KY.Chr2.2196","Psma6-KY.Chr2.2196","KH.L108.3","Psma6-KY.Chr2.2196","PSMA6","PSMA6","12:55398775:55418454:1 ENSMUSG00000021024.14 ENSMUST00000021412.8 protein_coding protein_coding Psma6 proteasome subunit alpha 6 [Source:MGI Symbol;Acc:MGI:1347006]","Psma6","ENSMUSG00000021024.14","ENSMUST00000021412.8","protein_coding","protein_coding","12:55398775:55418454:1",0.422581170103412,0.5761218,0.356291164732332,0.77642053,5,20,1,9,13.324118,2.0001016,1.96997387221302e-37,1.06230451222569e-36
"KY.Chr2.2197","KY.Chr2.2197","Prmt7-KY.Chr2.2197","KH.L108.40","Prmt7-KY.Chr2.2197","PRMT7","PRMT7","8:106210936:106252794:1 ENSMUSG00000060098.11 ENSMUST00000071592.11 protein_coding protein_coding Prmt7 protein arginine N-methyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384879]","Prmt7","ENSMUSG00000060098.11","ENSMUST00000071592.11","protein_coding","protein_coding","8:106210936:106252794:1",0.640449296332712,0.80925167,0.520384824974271,1.1632406,5,29,4,10,18.799362,1.9834846,1.82357611769257e-67,2.05340699202986e-66
"KY.Chr2.2198","KY.Chr2.2198","Kif13a-KY.Chr2.2198","KH.L108.6","Kif13a-KY.Chr2.2198","KIF13A","KIF13A","13:46749087:46929718:-1 ENSMUSG00000021375.11 ENSMUST00000056978.7 protein_coding protein_coding Kif13a kinesin family member 13A [Source:MGI Symbol;Acc:MGI:1098264]","Kif13a","ENSMUSG00000021375.11","ENSMUST00000056978.7","protein_coding","protein_coding","13:46749087:46929718:-1",0.721989867133103,1.202845,0.617902252143604,1.3644942,2,3,4,2,11.647618,1.004766,3.54090571777594e-29,1.50608242678555e-28
"KY.Chr2.22","KY.Chr2.22","Bbox1-KY.Chr2.22","KH.S643.2","Bbox1-KY.Chr2.22","BBOX1","KH2013:KH.S643.2_BBOX1","2:110262697:110305741:-1 ENSMUSG00000041660.8 ENSMUST00000046233.8 protein_coding protein_coding Bbox1 butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase) [Source:MGI Symbol;Acc:MGI:1891372]","Bbox1","ENSMUSG00000041660.8","ENSMUST00000046233.8","protein_coding","protein_coding","2:110262697:110305741:-1",0.251885973275217,0.27219746,0.159616865096794,0.31386802,4,9,3,3,4.4569907,1.1615748,9.25889188273254e-06,1.42867952324157e-05
"KY.Chr2.220","KY.Chr2.220","Fkbp6-KY.Chr2.220","KH.C2.109","Fkbp6-KY.Chr2.220","FKBP6","FKBP6","5:135337366:135350043:-1 ENSMUSG00000040013.11 ENSMUST00000201534.1 protein_coding protein_coding Fkbp6 FK506 binding protein 6 [Source:MGI Symbol;Acc:MGI:2137612]","Fkbp6","ENSMUSG00000040013.11","ENSMUST00000201534.1","protein_coding","protein_coding","5:135337366:135350043:-1",0.31635388364772,0.309914,0.217400234606556,0.44217917,0,18,0,1,3.4633844,0.75801766,0.000557595918137224,0.00076495160778181
"KY.Chr2.2203","KY.Chr2.2203","Pabpc4-KY.Chr2.2203","KH.L108.12","Pabpc4-KY.Chr2.2203","PABPC1","PABPC1/2/3/4/6","4:123282911:123298832:1 ENSMUSG00000011257.19 ENSMUST00000080178.12 protein_coding protein_coding Pabpc4 poly(A) binding protein, cytoplasmic 4 [Source:MGI Symbol;Acc:MGI:2385206]","Pabpc4","ENSMUSG00000011257.19","ENSMUST00000080178.12","protein_coding","protein_coding","4:123282911:123298832:1",2.64380401283683,2.3439376,2.39223193993333,1.461916,5,13,4,10,24.657433,0.826403,1.57651303444929e-92,3.27938780066742e-91
"KY.Chr2.2205","KY.Chr2.2205","Rad1-KY.Chr2.2205","KH.L108.50","Rad1-KY.Chr2.2205","RAD1","RAD1/17","15:10486018:10493689:1 ENSMUSG00000022248.14 ENSMUST00000022856.14 protein_coding protein_coding Rad1 RAD1 checkpoint DNA exonuclease [Source:MGI Symbol;Acc:MGI:1316678]","Rad1","ENSMUSG00000022248.14","ENSMUST00000022856.14","protein_coding","protein_coding","15:10486018:10493689:1",0.267183547180477,0.425176,0.219270303314821,0.5116045,2,7,5,11,8.063987,1.6378624,2.12644678934656e-15,5.34061520826671e-15
"KY.Chr2.2207","KY.Chr2.2207","Gp2-KY.Chr2.2207","KH.L108.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1831124,0.5043847,0.237212558128864,0.264378004458549
"KY.Chr2.221","KY.Chr2.221","Pomt1-KY.Chr2.221","KH.C2.519","Pomt1-KY.Chr2.221","POMT1","POMT1","2:32236590:32255005:1 ENSMUSG00000039254.16 ENSMUST00000036473.15 protein_coding protein_coding Pomt1 protein-O-mannosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2138994]","Pomt1","ENSMUSG00000039254.16","ENSMUST00000036473.15","protein_coding","protein_coding","2:32236590:32255005:1",0.19776294169701,0.1961492,0.129611602838755,0.2315298,4,33,3,3,5.194059,1.786959,2.49180090306049e-07,4.19404413887575e-07
"KY.Chr2.2211","KY.Chr2.2211","KY2019:KY.Chr2.2211","KH.C10.269","KY2019:KY.Chr2.2211","XAGE1B","KH2013:KH.C10.269","nan","nan","nan","nan","nan","nan","nan",0.252285834243333,0.41846853,0.162006889622143,0.3881066,2,15,8,2,3.7579503,0.82282305,0.000181704037574618,0.000257842476509721
"KY.Chr2.2214","KY.Chr2.2214","Klhl9-KY.Chr2.2214","KH.L108.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr2.2215","KY.Chr2.2215","Rbm39-KY.Chr2.2215","KH.L108.5","Rbm39-KY.Chr2.2215","RBM39","RBM39","2:156147249:156180167:-1 ENSMUSG00000027620.16 ENSMUST00000029149.12 protein_coding protein_coding Rbm39 RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]","Rbm39","ENSMUSG00000027620.16","ENSMUST00000029149.12","protein_coding","protein_coding","2:156147249:156180167:-1",0.942493586929043,1.5512469,0.8414449888585,1.34401,2,38,4,7,21.352737,1.6098706,4.76751310329915e-79,7.28493824663001e-78
"KY.Chr2.2216","KY.Chr2.2216","Pcgf1-KY.Chr2.2216","KH.L108.37","Pcgf1-KY.Chr2.2216","PCGF1","KH2013:KH.L108.37_PCGF1/6","6:83078390:83080847:1 ENSMUSG00000069678.10 ENSMUST00000092614.8 protein_coding protein_coding Pcgf1 polycomb group ring finger 1 [Source:MGI Symbol;Acc:MGI:1917087]","Pcgf1","ENSMUSG00000069678.10","ENSMUST00000092614.8","protein_coding","protein_coding","6:83078390:83080847:1",0.244626231647538,0.36155462,0.181422859844006,0.47398216,4,22,1,5,8.193669,2.1141052,7.68207687807009e-16,1.97053587945475e-15
"KY.Chr2.2217","KY.Chr2.2217","Ube2w-KY.Chr2.2217","KH.L108.19","Ube2w-KY.Chr2.2217","UBE2W","UBE2W","1:16569782:16619489:-1 ENSMUSG00000025939.19 ENSMUST00000117146.8 protein_coding protein_coding Ube2w ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]","Ube2w","ENSMUSG00000025939.19","ENSMUST00000117146.8","protein_coding","protein_coding","1:16569782:16619489:-1",0.263578577038423,0.39010635,0.20044565139565,0.4780747,5,34,4,2,5.3008738,1.0657125,1.43088590917713e-07,2.44053668005905e-07
"KY.Chr2.222","KY.Chr2.222","Svop-KY.Chr2.222","KH.C2.811","Svop-KY.Chr2.222","SVOP","SVOP","5:114026910:114091570:-1 ENSMUSG00000042078.14 ENSMUST00000058472.12 protein_coding protein_coding Svop SV2 related protein [Source:MGI Symbol;Acc:MGI:1915916]","Svop","ENSMUSG00000042078.14","ENSMUST00000058472.12","protein_coding","protein_coding","5:114026910:114091570:-1",0.366923257138024,0.6771141,0.195628453756609,0.48200366,2,27,5,6,4.1091566,0.8743239,4.35738449340667e-05,6.43570338457082e-05
"KY.Chr2.2220","KY.Chr2.2220","Pwp1-KY.Chr2.2220","KH.L108.18","Pwp1-KY.Chr2.2220","PWP1","PWP1","10:85871831:85889096:1 ENSMUSG00000001785.13 ENSMUST00000001836.10 protein_coding protein_coding Pwp1 PWP1 homolog, endonuclein [Source:MGI Symbol;Acc:MGI:1914735]","Pwp1","ENSMUSG00000001785.13","ENSMUST00000001836.10","protein_coding","protein_coding","10:85871831:85889096:1",0.50054081483678,0.60424024,0.403654542723137,0.8439596,4,14,1,5,17.165926,2.7854083,5.13615209902153e-58,4.74977866623315e-57
"KY.Chr2.2224","KY.Chr2.2224","KY2019:KY.Chr2.2224","KH.L108.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr2.2225","KY.Chr2.2225","Nav2-KY.Chr2.2225","KH.L108.20","Nav2-KY.Chr2.2225","NAV2","NAV1/2/3","7:48959097:49606821:1 ENSMUSG00000052512.17 ENSMUST00000183659.7 protein_coding protein_coding Nav2 neuron navigator 2 [Source:MGI Symbol;Acc:MGI:2183691]","Nav2","ENSMUSG00000052512.17","ENSMUST00000183659.7","protein_coding","protein_coding","7:48959097:49606821:1",0.730095928425506,1.4140817,0.670285694208912,1.4665806,2,8,8,2,23.894747,2.4853354,1.26115166705756e-98,2.94568996519873e-97
"KY.Chr2.2227","KY.Chr2.2227","Stx1b-KY.Chr2.2227","KH.L108.15","Stx1b-KY.Chr2.2227","STX1B","STX2/3","7:127803900:127824549:-1 ENSMUSG00000030806.6 ENSMUST00000106267.4 protein_coding protein_coding Stx1b syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705]","Stx1b","ENSMUSG00000030806.6","ENSMUST00000106267.4","protein_coding","protein_coding","7:127803900:127824549:-1",0.424228936499182,0.9068951,0.274918142547145,0.68170696,0,21,0,1,-0.14078148,-0.021224666,0.888080829075447,0.921561408694057
"KY.Chr2.223","KY.Chr2.223","KY2019:KY.Chr2.223","KH.C2.49","KY2019:KY.Chr2.223","ZBTB20","KH2013:KH.C2.49","nan","nan","nan","nan","nan","nan","nan",0.394269093613956,0.4072646,0.27883546427107,0.51482666,0,12,2,13,4.9791527,1.0657649,7.56777947208379e-07,1.2388185259168e-06
"KY.Chr2.2230","KY.Chr2.2230","Depdc1b-KY.Chr2.2230","KH.L108.56","Depdc1b-KY.Chr2.2230","DEPDC1B","DEPDC1A","13:108316422:108388702:1 ENSMUSG00000021697.12 ENSMUST00000171178.1 protein_coding protein_coding Depdc1b DEP domain containing 1B [Source:MGI Symbol;Acc:MGI:2145425]","Depdc1b","ENSMUSG00000021697.12","ENSMUST00000171178.1","protein_coding","protein_coding","13:108316422:108388702:1",0.884392477582493,1.1916865,0.781490723936125,1.7433916,5,15,4,2,35.847115,4.4029326,1.45161096823046e-178,2.32684699319294e-176
"KY.Chr2.2231","KY.Chr2.2231","Echdc3-KY.Chr2.2231","KH.L108.54","Echdc3-KY.Chr2.2231","ECHDC3","ECHDC3","2:6188465:6213033:-1 ENSMUSG00000039063.5 ENSMUST00000042658.4 protein_coding protein_coding Echdc3 enoyl Coenzyme A hydratase domain containing 3 [Source:MGI Symbol;Acc:MGI:1915106]","Echdc3","ENSMUSG00000039063.5","ENSMUST00000042658.4","protein_coding","protein_coding","2:6188465:6213033:-1",0.453018618370238,0.86525446,0.317939577764595,0.896895,3,14,3,3,6.309723,0.91249573,4.45353407700002e-10,8.71204620231519e-10
"KY.Chr2.2232","KY.Chr2.2232","Haus4-KY.Chr2.2232","KH.L108.13","Haus4-KY.Chr2.2232","HAUS4","HAUS4","14:54541785:54554361:-1 ENSMUSG00000022177.9 ENSMUST00000022784.8 protein_coding protein_coding Haus4 HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]","Haus4","ENSMUSG00000022177.9","ENSMUST00000022784.8","protein_coding","protein_coding","14:54541785:54554361:-1",0.555572716046376,0.6455143,0.408926658554514,0.8926718,1,10,2,0,11.03494,1.6432118,8.99265511670426e-27,3.52083120589355e-26
"KY.Chr2.2238","KY.Chr2.2238","Utp20-KY.Chr2.2238","KH.L108.2","Utp20-KY.Chr2.2238","UTP20","UTP20","10:88746607:88826804:-1 ENSMUSG00000004356.8 ENSMUST00000004470.8 protein_coding protein_coding Utp20 UTP20 small subunit processome component [Source:MGI Symbol;Acc:MGI:1917933]","Utp20","ENSMUSG00000004356.8","ENSMUST00000004470.8","protein_coding","protein_coding","10:88746607:88826804:-1",0.730796367620486,0.9819988,0.64522476706306,1.1136495,5,8,1,10,22.78719,2.2840974,1.34476665144541e-92,2.81162848479955e-91
"KY.Chr2.2239","KY.Chr2.2239","Mthfs-KY.Chr2.2239","KH.L108.14","Mthfs-KY.Chr2.2239","MTHFS","MTHFS","9:89211157:89240240:1 ENSMUSG00000066442.17 ENSMUST00000085256.7 protein_coding protein_coding Mthfs 5, 10-methenyltetrahydrofolate synthetase [Source:MGI Symbol;Acc:MGI:1340032]","Mthfs","ENSMUSG00000066442.17","ENSMUST00000085256.7","protein_coding","protein_coding","9:89211157:89240240:1",0.323715161553268,0.30649334,0.242172881970335,0.5038356,5,21,1,10,10.630049,2.2104924,4.41656133402944e-25,1.63298909568931e-24
"KY.Chr2.2240","KY.Chr2.2240","Polr3k-KY.Chr2.2240","KH.L108.60","Polr3k-KY.Chr2.2240","POLR3K","KH2013:KH.L108.60","2:181864337:181870830:1 ENSMUSG00000038628.8 ENSMUST00000039551.8 protein_coding protein_coding Polr3k polymerase (RNA) III (DNA directed) polypeptide K [Source:MGI Symbol;Acc:MGI:1914255]","Polr3k","ENSMUSG00000038628.8","ENSMUST00000039551.8","protein_coding","protein_coding","2:181864337:181870830:1",0.199159361317342,0.17967471,0.157524564032928,0.29913118,2,28,4,2,9.655191,3.5465038,5.47155209274328e-21,1.73573683966536e-20
"KY.Chr2.2241","KY.Chr2.2241","Hsd17b10-KY.Chr2.2241","KH.L108.42","Hsd17b10-KY.Chr2.2241","HSD17B10","HSD17B10","X:152001845:152004442:1 ENSMUSG00000025260.10 ENSMUST00000026289.9 protein_coding protein_coding Hsd17b10 hydroxysteroid (17-beta) dehydrogenase 10 [Source:MGI Symbol;Acc:MGI:1333871]","Hsd17b10","ENSMUSG00000025260.10","ENSMUST00000026289.9","protein_coding","protein_coding","X:152001845:152004442:1",0.377900302234693,0.44908053,0.266697902938228,0.6699615,3,29,3,3,11.662084,2.264083,1.46941259892372e-29,6.34236958616757e-29
"KY.Chr2.2242","KY.Chr2.2242","Aste1-KY.Chr2.2242","KH.L108.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.092154,0.7331891,0.0366945897511111,0.0438949767654862
"KY.Chr2.2243","KY.Chr2.2243","Fam102a-KY.Chr2.2243","KH.L108.58","Fam102a-KY.Chr2.2243","FAM102B","FAM102A","2:32535359:32569756:1 ENSMUSG00000039157.12 ENSMUST00000048375.5 protein_coding protein_coding Fam102a family with sequence similarity 102, member A [Source:MGI Symbol;Acc:MGI:2138935]","Fam102a","ENSMUSG00000039157.12","ENSMUST00000048375.5","protein_coding","protein_coding","2:32535359:32569756:1",0.434335655708653,0.8826955,0.230946054742963,0.62341064,2,16,4,7,9.2427225,1.6637944,1.38336608840293e-19,4.14553437415466e-19
"KY.Chr2.2244","KY.Chr2.2244","Psmc3-KY.Chr2.2244","KH.L108.39","Psmc3-KY.Chr2.2244","PSMC3","PSMC3","2:91054278:91057845:1 ENSMUSG00000002102.15 ENSMUST00000185715.6 protein_coding protein_coding Psmc3 proteasome (prosome, macropain) 26S subunit, ATPase 3 [Source:MGI Symbol;Acc:MGI:1098754]","Psmc3","ENSMUSG00000002102.15","ENSMUST00000185715.6","protein_coding","protein_coding","2:91054278:91057845:1",0.456291208700942,0.923638,0.359741775467127,1.0257546,3,39,3,3,11.8115425,1.6606051,3.86470000748039e-30,1.70042640264543e-29
"KY.Chr2.2249","KY.Chr2.2249","Ciao3-KY.Chr2.2249","KH.L125.5","Ciao3-KY.Chr2.2249","CIAO3","NARFL","17:25773776:25783332:1 ENSMUSG00000002280.11 ENSMUST00000002350.10 protein_coding protein_coding Ciao3 cytosolic iron-sulfur assembly component 3 [Source:MGI Symbol;Acc:MGI:1914813]","Ciao3","ENSMUSG00000002280.11","ENSMUST00000002350.10","protein_coding","protein_coding","17:25773776:25783332:1",0.425610307638413,0.74326956,0.319924817839682,0.7407799,0,44,0,12,-2.4743779,-0.40934223,0.0136245012274617,0.0169116759086698
"KY.Chr2.2250","KY.Chr2.2250","Lipt2-KY.Chr2.2250","KH.L125.1","Lipt2-KY.Chr2.2250","LIPT2","LIPT2","7:100159277:100161365:1 ENSMUSG00000030725.4 ENSMUST00000032967.3 protein_coding protein_coding Lipt2 lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1914414]","Lipt2","ENSMUSG00000030725.4","ENSMUST00000032967.3","protein_coding","protein_coding","7:100159277:100161365:1",0.260688957742863,0.3418011,0.166253584028249,0.28563476,0,18,0,1,-1.1741188,-0.288735,0.240776278920563,0.268093990762136
"KY.Chr2.2252","KY.Chr2.2252","Depdc7-KY.Chr2.2252","KH.L94.1","Depdc7-KY.Chr2.2252","DEPDC7","DEPDC4/7","2:104721784:104742878:-1 ENSMUSG00000027173.7 ENSMUST00000028595.7 protein_coding protein_coding Depdc7 DEP domain containing 7 [Source:MGI Symbol;Acc:MGI:2139258]","Depdc7","ENSMUSG00000027173.7","ENSMUST00000028595.7","protein_coding","protein_coding","2:104721784:104742878:-1",0.698876518497234,1.0320479,0.584757648174449,1.1831049,1,17,5,6,20.117645,2.1788268,4.75928539043644e-75,6.43093521765586e-74
"KY.Chr2.2253","KY.Chr2.2253","Klhdc3-KY.Chr2.2253","KH.L94.3","Klhdc3-KY.Chr2.2253","KLHDC3","HCF-1","17:46674553:46680914:-1 ENSMUSG00000063576.12 ENSMUST00000165007.8 protein_coding protein_coding Klhdc3 kelch domain containing 3 [Source:MGI Symbol;Acc:MGI:2651568]","Klhdc3","ENSMUSG00000063576.12","ENSMUST00000165007.8","protein_coding","protein_coding","17:46674553:46680914:-1",0.281023886120284,0.29191756,0.163216091187852,0.31979045,2,8,4,7,6.2158093,1.5800921,7.47829620673669e-10,1.44698394059343e-09
"KY.Chr2.2254","KY.Chr2.2254","Dnah7b-KY.Chr2.2254","KH.L94.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1447287,1.4615674,3.72062916984321e-05,5.52217564696229e-05
"KY.Chr2.2256","KY.Chr2.2256","Tdg-KY.Chr2.2256","KH.L31.1","Tdg-KY.Chr2.2256","FAM167A","TDG","10:82629828:82650324:1 ENSMUSG00000034674.18 ENSMUST00000092266.10 protein_coding protein_coding Tdg thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247]","Tdg","ENSMUSG00000034674.18","ENSMUST00000092266.10","protein_coding","protein_coding","10:82629828:82650324:1",0.401918704244597,0.66599864,0.20153668961542,0.48045656,6,57,7,8,-4.266137,-0.70961785,2.2730399807778e-05,3.42148809479995e-05
"KY.Chr2.2257","KY.Chr2.2257","KY2019:KY.Chr2.2257","KH.L31.4","KY2019:KY.Chr2.2257","NPY5R","ZGC:113436","nan","nan","nan","nan","nan","nan","nan",0.492589314599267,0.97637004,0.375838701481329,1.0459312,2,19,8,2,10.171589,1.2027775,4.69827524448332e-23,1.59702287416429e-22
"KY.Chr2.2258","KY.Chr2.2258","Gin1-KY.Chr2.2258","KH.L31.4","Gin1-KY.Chr2.2258","GIN1","ZGC:113436","1:97770172:97792969:1 ENSMUSG00000026333.14 ENSMUST00000112844.9 protein_coding protein_coding Gin1 gypsy retrotransposon integrase 1 [Source:MGI Symbol;Acc:MGI:2182036]","Gin1","ENSMUSG00000026333.14","ENSMUST00000112844.9","protein_coding","protein_coding","1:97770172:97792969:1",0.327510533122275,0.6331037,0.215382500908134,0.54736733,2,36,4,10,7.5272636,1.4164178,1.16081615033256e-13,2.70207062328264e-13
"KY.Chr2.2259","KY.Chr2.2259","Fan1-KY.Chr2.2259","KH.L31.5","Fan1-KY.Chr2.2259","FAN1","FAN1","7:64346758:64374080:-1 ENSMUSG00000033458.17 ENSMUST00000163289.6 protein_coding protein_coding Fan1 FANCD2/FANCI-associated nuclease 1 [Source:MGI Symbol;Acc:MGI:3045266]","Fan1","ENSMUSG00000033458.17","ENSMUST00000163289.6","protein_coding","protein_coding","7:64346758:64374080:-1",0.288310382030959,0.36696076,0.218029453475179,0.5084152,3,25,2,3,7.2385674,1.6613746,9.01731299426148e-13,1.99503474230278e-12
"KY.Chr2.226","KY.Chr2.226","KY2019:KY.Chr2.226","KH.C2.969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr2.2261","KY.Chr2.2261","Trim54-KY.Chr2.2261","KH.L31.3","Trim54-KY.Chr2.2261","TRIM54","TRIM54/55/63","5:31116734:31137630:1 ENSMUSG00000062077.14 ENSMUST00000202769.1 protein_coding protein_coding Trim54 tripartite motif-containing 54 [Source:MGI Symbol;Acc:MGI:1889623]","Trim54","ENSMUSG00000062077.14","ENSMUST00000202769.1","protein_coding","protein_coding","5:31116734:31137630:1",0.724595606702749,0.7774848,0.313870022419237,1.3333623,6,3,7,8,-13.942839,-1.7626716,9.03451159195916e-38,4.91725248097644e-37
"KY.Chr2.2270","KY.Chr2.2270","Rnf19a-KY.Chr2.2270","KH.L114.7","Rnf19a-KY.Chr2.2270","RNF19A","RNF19A","15:36239933:36283147:-1 ENSMUSG00000022280.9 ENSMUST00000022890.9 protein_coding protein_coding Rnf19a ring finger protein 19A [Source:MGI Symbol;Acc:MGI:1353623]","Rnf19a","ENSMUSG00000022280.9","ENSMUST00000022890.9","protein_coding","protein_coding","15:36239933:36283147:-1",0.283059849538308,0.405489,0.196358200913382,0.3959028,6,20,0,14,-0.55117714,-0.1001276,0.581668947372443,0.618998131316027
"KY.Chr2.2271","KY.Chr2.2271","Mgst3-KY.Chr2.2271","KH.L114.13","Mgst3-KY.Chr2.2271","MGST3","KH2013:KH.L114.13_MGST3","1:167371966:167393841:-1 ENSMUSG00000026688.5 ENSMUST00000028005.2 protein_coding protein_coding Mgst3 microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]","Mgst3","ENSMUSG00000026688.5","ENSMUST00000028005.2","protein_coding","protein_coding","1:167371966:167393841:-1",0.635263656310103,1.2513585,0.286166223385564,0.92394185,3,20,5,11,10.650331,1.721205,3.6706668050488e-25,1.36398641505791e-24
"KY.Chr2.2273","KY.Chr2.2273","Strap-KY.Chr2.2273","KH.L114.2","Strap-KY.Chr2.2273","STRAP","STRAP","6:137735078:137751932:1 ENSMUSG00000030224.10 ENSMUST00000064910.6 protein_coding protein_coding Strap serine/threonine kinase receptor associated protein [Source:MGI Symbol;Acc:MGI:1329037]","Strap","ENSMUSG00000030224.10","ENSMUST00000064910.6","protein_coding","protein_coding","6:137735078:137751932:1",0.315698705717482,0.52743393,0.224845237516798,0.5186989,1,11,5,6,5.3115387,1.081018,1.36234056945822e-07,2.32653732093607e-07
"KY.Chr2.2275","KY.Chr2.2275","Rhobtb2-KY.Chr2.2275","KH.S694.1","Rhobtb2-KY.Chr2.2275","RHOBTB2","RHOBTB/1/2","14:69784990:69805636:-1 ENSMUSG00000022075.7 ENSMUST00000022665.3 protein_coding protein_coding Rhobtb2 Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]","Rhobtb2","ENSMUSG00000022075.7","ENSMUST00000022665.3","protein_coding","protein_coding","14:69784990:69805636:-1",0.211401715368742,0.17340371,0.156304435712843,0.25070456,5,18,4,2,9.411045,3.6738913,4.75961822119784e-20,1.45403135120674e-19
"KY.Chr2.2276","KY.Chr2.2276","Gmcl1-KY.Chr2.2276","KH.S694.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8107734,0.9995589,0.00504238667099277,0.00647322723545318
